VISIT_AREA_TYPE_CD,VISIT_AREA_NM
11,대구근대골목 단팥빵 대구역점
1,진달래 동산
11,카페 모이
4,신흥시장
4,현대백화점 유플렉스 중동점
2,안중근공원
3,부천아트 벙커 B39
11,더 헤븐 베이커리
7,굴포천 만남의 광장
9,서울역(서울역 식당가 우리 두리)
2,창덕궁
11,익선동 121
2,창경궁
24,호텔 PJ
11,잊지나 식당
11,델리 카레 을지로 PJ 점
1,청계천
6,플레이 아쿠아리움 부천
7,상동호수 공원
11,써브웨이 부천 상동점
11,벗이란 부대찌개
1,굴포천
11,비에트 반미 약대점
7,부천체육관
11,처갓집 양념치킨 약대점
1,상동호수 공원
11,cafe 산책
11,코코넛 치킨 약대점
4,스타필드 시티 부천
10,민석 상회
1,산새공원
11,매머드 익스프레스 부천테크노파크점
11,물레길 식당
11,카페 리노
24,일월일지
13,양평 양떼목장
11,양평 신내 서울 해장국
11,찌깐한커피숍
24,라마다 서울 동대문
9,경기 광주 휴게소 서울 방향 전기차 충전소
11,만랩 커피 을지로 5가 점
4,두타몰
2,동대문 역사 문화공원 동대문운동장 기념관
3,코엑스
13,스타필드 고양
5,하늘문화센터
11,돼지만 영종 직영점
11,스타벅스 영종하늘도시점
11,최고다 돈가스 운서역점
11,일빙
7,영마루공원
11,하노이 가든
11,연경 차이나타운 본점
8,송월동 동화마을
4,월미 바다역
11,신포 닭강정 본점
10,배스킨라빈스 인천 신포점
10,세븐일레븐 신포 로데오점
12,이마트 24 인천 신포역점
24,호텔 소노
11,신신 분식
11,빽다방 동인천역점
11,코트야드 메리어트 서울남대문 모모카페
11,스타벅스 소공로점
11,더 플라자 라운지
4,롯데면세점 명동 본점
11,김가네 시청역점
12,더 플라자 피트니스
8,광화문광장 연등회 연등축제
1,덕수궁
5,더 플라자 수영 사우나
11,오장동 흥남집 본점
4,현대 프리미엄 아울렛 김포점 이스트존
11,도레도레 현대 프리미엄 아울렛 김포점
11,부영 선짓국 본점
4,용현시장
4,돌핀 커피 오마카세
24,홀리데이인 인천 송도
12,송도 세계로 교화
11,피트의 패트
11,오프닝
10,호랑이 약국
4,세신 숍 노블
11,홀리데이인 인천 송도 더 라운지
10,코스트코 송도점
11,컴포즈커피 송도 닥터플러스몰점
4,스퀘어 원
10,이마트 연수점
11,바다마을 떡볶이
1,시화 달 전망대(시화이루나타워)
4,쉼표
1,구봉도
24,반달곰이 살던 숲
11,염상구 커피 로프터스
12,벽계수 스파 부천 옥길점
11,가천 린 포크 김포점
2,김포 장릉
11,스타벅스 김포 현대 아울렛 3층 점
24,올라 카이 송도파크호텔
9,수원역 수인 분당선
9,국제업무지구역 인천 1호선
11,진한 식당
2,드라마(야왕) 촬영지 방문(포스코 송도사옥)
3,인천도시 역사관 및 센트럴파크
8,인천시 송도지역축제
11,올라 카이 레벨 19
9,인천대입구역 인천 1호선
24,소노휴 양평
10,이마트 24 트레이더스 하남점
11,좋은 아침 페이스트리 양평점
11,김순정 돌솥밥 순댓국
24,클럽 보드리조트
11,코미 호미 카페
11,아리수 감자탕
11,왕성 식당
7,관악산 산림욕장
11,산마을 민속촌
11,크림 스톤
5,연천군 연천 파크골프장
13,한국민속촌
12,경일 석유 도영 주유소
10,캠핑 고래 일산점
11,이삭 소바
24,킨텍스 캠핑장
13,행주산성 역사 공원
11,북촌 손만두 하남미사역점
11,메가 MGC 커피 미사 로데오점
1,미사 경정공원 조정 카누경기장
11,미사 양식당
11,우지 커피 하남미사역점
7,망월천
1,마장호수 출렁다리
11,마장호수 가든
12,벽제 셀프주유소
4,스타필드 고양
13,블룸 앤 베이크
1,정발산
11,리미니 가든 일산 뉴코아 아울렛점
10,킴스클럽 일산점
1,일산 호수공원
1,밤밭 청개구리 공원
4,성균관대역 먹자골목
1,광교호수공원
7,고기리계곡 주변
13,산골 항아리 바비큐
4,인플럭스
11,플랫 다이닝 카페
1,잠원한강공원
1,반포 한강공원 달빛광장
4,북촌 한옥마을
11,깡통 만두
3,서울공예 박물관
1,열린 송현 녹지 광장
11,일월 카츠 안국점
1,자라섬
1,이화원
24,자라섬 캠핑장 카라반 C
8,남도 꽃 정원
10,가평군 농협 하나로마트 본점
1,호명호수
11,호명산 철판 닭갈비 막국수
9,가평휴게소 춘천 방향
13,가리산 레포츠파크
11,한마음 정육 식당 강원 홍천점
9,가평휴게소 서울 방향
1,부천 호수 식물원 수피아
11,제주 은희네 해장국 부천 상동점
24,A 플러스 호텔
1,부천식물원
11,수타원 본점
24,에스 모텔
11,크라이 치즈 버거 가톨릭대점
11,프랭크 버거 역곡역점
1,부천중앙공원
11,포가 레
4,중앙빌딩
11,파이 인 더 숍
7,경의선 숲길공원
4,현대백화점 유플렉스 신촌점
10,알라딘 중고서점 신촌점
11,고삼이 신촌점
4,이마트 신촌점
6,하니랜드
10,조인 폴리아 파주 농장
11,파주장단콩 두부
12,생명 마루 장수한 의원 일산점
3,고척스카이돔
4,가보 족발 대화점
11,홒커피
11,솔미신 주꾸미볶음
11,이차돌 일산 대화역점
11,롯데리아 일산 대화역점
11,이로옥 설렁탕
12,생명 마루 장수한의원 일산점
11,이차돌 일산 킨텍스점
10,트레이더스 홀세일 클럽 킨텍스점
4,퍼핏 펜트하우스
22,여자친구 집
4,인천종합어시장
12,나야 풍란원
22,뉴 카스타운 대소점
7,한탄강 하늘다리
6,포천아트밸리
11,평양면옥
2,한탄강 세계지질공원센터
24,프렌즈 펜션 캠핑
11,브릭 스퀘어
3,전통술 박물관 산파원 본원
11,광릉 한옥집
9,석수역 1호선
9,호반베르디움 더레이크 아파트
12,해찬공원
7,마산
7,물왕 호수
1,송도 한옥마을
24,위코스테이 영종
11,회랑 조개랑
11,경복궁 삼계탕 영종점
11,온 더 플로
13,BMW 드라이빙 센터
24,페어몬트 앰배서더 서울
4,번 패티 번
11,리스토란테 에오
5,호텔 수영장
11,타코벨 여의도 메리츠 점
2,국립민속박물관
5,페어몬트 앰배서더 서울
11,바이킹스 워프 영등포 타임스퀘어점
11,이북 집 찹쌀순대 용산점
7,남산공원
11,교촌치킨 여의도점
1,팔달공원
11,에그 궁
10,브로콜리 숲
24,호텔 달
11,요미우돈 교자
11,류 옹
1,용연
10,하얀 풍차제과 망포역점
1,용인자연휴양림
9,포항역
8,문호리 리버마켓
11,노티스 안국
11,북촌도 담
4,롯데마트 청량리점
5,중랑구민체육센터
11,왔다 생고기 마을
5,제이앤제이 락 볼링센터 종로점
11,융통성
11,dooop
13,오레오 팝업스토어
8,송도센트럴파크
10,포케 품은 초밥
7,꿈꾸는 공원
11,스위트 머드 송도점
9,성수 2가 3동 공영주차장
11,소문난 성수 감자탕
11,글로우
3,그라운드 시 소 성수
9,성수동 2가 3동 주차장
11,식겁 신읍동점
11,콩닭콩닭
11,구름산 카페
9,행담도 휴게소 충전소 서울 방향
22,이문 1차 푸르지오 아파트
11,육공판 공릉점
10,GS25 능동 사랑 점
1,서울어린이대공원
11,평화 김해 뒷고기 수원 세류점
9,인천항 연안 부두
9,진리도 우 선착장
24,서포리 해변
10,CU 덕적도점
11,바다 반점
24,목섬 펜션
11,뻘짬뽕
7,율동 공원
22,친구네 집
9,동서울 종합터미널
11,바이 어리셔
10,데 메모가 든
10,솜솜 뜨개
10,올리브영 망원역점
10,바늘이야기 연희 직영점
11,제스티 살룬 연남
10,메이드 바이
13,키 이스케이프 우주 라이크점
4,강남역 지하상가
4,신세계백화점 강남점
8,반포 낭만 달빛 마켓
7,잠수교 지하보도
11,포이 키친
4,카페 마마스 코엑스점
10,팝 마트 코엑스점
3,메가박스 코엑스
11,카츠 8 파르나스 몰 점
3,센티드뮤제
11,가드너스
11,황밀삼 우리 밥상
11,쉐이크쉑 강남스퀘어점
7,역삼 무궁화공원
4,배곧 애브뉴 프랑 센트럴
7,시흥 배곧 한울 공원
11,후라 또 식당 배곧점
8,서 영 베니스 스퀘어
11,돈이 창 배곧 롯데마트 점
10,뽑냐 배곧점
8,배곧 생명공원
11,브런치빈 배곧점
1,오이도 빨강등대
11,카페 로아
11,청춘 조개 별관
11,궁평 국수
24,DMZ 마루 캠핑장
24,로하스 캠핑
3,태풍 전망대
11,세라비 한옥 카페
4,소바애 부천 본점
1,부천 자연 생태공원 자연 생태 박물관
10,고릴라 캠핑 부천점
24,분지울작은캠핑장
2,오이도 선사유적공원
4,S-market(시화점)
11,커피 나는 바다
11,이베리코
24,호텔 지트
24,지트
11,돈가스 클럽
4,킴스클럽 뉴코아 아울렛 평촌점
6,서울대공원 주차장
6,서울대공원 테마 가든
6,서울대공원 어린이 동물원
4,산본시장
11,춘천 골
4,AK플라자 금정
11,18장마라탕 광교점
4,갤러리아백화점 광교점
4,앨리웨이 광교
24,수원 시청역 하루
11,한동석 할머니 순두부
3,행궁길갤러리
11,가미 가락국수
11,엔제리너스 L7 홍대점
7,아난티 코드
11,한솥도시락 가평점
24,자연과 별 가평 천문대
11,롯데월드타워
22,힐스테이트 삼송역 스칸센 오피스텔(2블록)
2,서오릉
1,서오릉 옆 소나무 산책길
11,서오릉 메카 다슬기 본점
2,흥국사 삼성각
1,흥국사 둘레길
4,서오릉 화훼 단지
11,엘리제
9,원흥 주유소 원흥동 지점
12,북한산 온천 비젠
11,스타벅스 진관 DT점
13,한국잡월드
24,나인 트리 프리미어 호텔 서울 판교
13,카페거부기&쿠펫 판교점
10,장터 푸드코트 키즈북카페
12,GS25 파미 버스 1점
11,나인 트리 프리미어 호텔 서울 판교
7,경인아라뱃길
1,계양 꽃마루
11,토오루 과자점 작전점
1,계양산
11,소야 돈 효성점
4,안스 베이커리 송도점
11,송쭈집 본점
1,무의도
11,밀본가
11,에센셜 커피 스탠드
10,크린토피아 인천 영종진 로마 아트 점
1,용궁사
11,뉴 김밥천국
11,컴포즈커피
9,마곡나루역 공항철도
4,LX 지인스퀘어 신세계 타임스퀘어점
10,이마트 24 한강 여의도 4호점
11,37 그릴 바
13,국립 농업박물관
5,렛츠 런 파크 서울
6,여의도 물빛광장
11,박성광 해물 손칼국수 진접점
10,가평군 농협 하나로마트 조종적
24,해목 글램핑
2,현등사
11,할머니 손두부
13,외계인 친구 폴
11,농담
4,PVCS
11,마일스톤(pvcs 내)
11,명동교자 본점
6,서울스카이
11,양평 해장국
11,로슈가 커피
11,연남 토마 북촌점
11,이모네 곱창
11,공차 일산 주엽역점
2,행주산성
11,가나안 국수
11,오눈 오네
11,하이 청 양꼬치 훠궈
11,누구나 홀딱 반한 닭 주엽역점
11,리베르테
5,여주 자전거 여행
11,마약 밥상
11,로프
4,신세계 프리미엄 아울렛 여주
4,수수 카페
11,부타이 5막
4,송도 현대 아울렛+트리플 스트리트
11,소래포구 종합어시장 내 서산집
11,동춘 사골 순댓국 동춘점
3,케이슨 24
1,소찬공원+인천항 바다
1,서해랑 제부도 해상 케이블카 제부정류장
1,서해랑 제부도 해상 케이블카 전곡 정류장
2,제암리 3.1운동 순국 유적지
2,쌍봉산
24,라벤더 온천 모텔
2,수종사
1,운길산
11,팔당 자연애
4,현대 프리미엄 아울렛 스페이스 원
11,만둣집
11,뒤 해방
24,곤지암리조트 West 빌리지
11,시래 마루
7,화담숲
11,선녀와 나무꾼
11,베네치아 Ks 커피
11,르봉뺑
11,가평 김밥
24,더블 스테이 쁘띠로 키즈 풀빌라
11,카페의 공이 공
4,강변 테크노마트
10,롯데백화점 건대 스타시티점
3,CGV 강변
10,지평농협 하나로마트 본점
6,미리내힐빙클럽찜질방
9,용문역 경의중앙선
4,우리 한우
24,미리내리조트 힐 빅클럽
7,두물머리
11,원조 닭 한 마리
9,시화 나래 휴게소
1,목섬(항도)
11,뻘 다방
11,솥 고집 파주 야당점
4,보드 스테이지
24,파크뷰 테라스 호텔
1,운정 호수 공원
11,트리코
7,행리단길
11,매트 그린
10,봉주르
22,친구 집
1,광교역사 공원
12,친구 집(아침식사)
12,울랄라 피시방
9,신도림역 1호선
4,현대백화점 디큐브시티점
11,투썸플레이스 신도림 디큐브시티점
1,안양천
22,지인 집
9,구로역 1호선
3,서울특별시 교육청 남산도서관
11,메가 MGC 커피 고양 삼송시티점
3,스타필드 고양
13,광명동굴
3,광명 업사이클 아트센터
11,로도스 피자
13,광명 에디슨 뮤지엄
24,글래드 마포
9,선산휴게소 양평방향
12,서울 메디케어 건강검진센터
24,호텔 라르
5,고척스카이돔
11,봉일천 장군 집
11,일산 칼국수 본점
11,스타벅스 구로 고척점
11,공항칼국수
11,디스 케이프 더 카페
3,스페이스 K 서울미술관
1,서울 식물원
9,군위 영천 휴게소 영천 방향
2,철도박물관
11,둥근상 시골집
4,산본 로데오거리
11,설빙 군포 산본점
12,산본 중앙공원
13,포시즌 힐링 팜
11,시앙 차이나
9,울산역
11,카이센동136
11,프롬 헤레스 도산점
13,위글위글 도산 플래그십 스토어
11,콩카세
4,서울숲
11,누데이크 성수점
11,젤라또 투 유
11,그믐 족발 성수점
13,오드 성수 1호점
11,메이플탑 팬케이크 클럽
13,TNH Lab
4,LCDC 서울
11,할아버지 공장
10,포인트오브뷰
10,소브티하우스
9,성수역 2호선
10,성수 연방
9,서대구역
12,더 세인트 웨딩
11,스타벅스 경동 196점
11,탭샵바 동대문 두타점
24,소담빌
11,포컬 포인트
10,브릭 샌드 서울역점
9,송내역 남광장
22,부모님 집
7,집 근처 소공원
11,버거킹 송내역점
8,부천백만 송이 장미축제
11,아띠오아나폴리핏제리아
3,부천 호수 식물원 수피아
11,샤브향 부천 송내점
11,본가신숙희진골막국수
9,남이섬 가평 선착장
1,남이섬
11,통나무집
11,가평 가보자 순대 국밥
13,가평군 어린이 음악 놀이터
11,생생 돈가스 가평점
2,가평 뮤직 빌리지 음악 역 1939
13,가평 레일파크
11,유일 닭강정
7,마장호수
11,출렁다리 쌈밥 마장호수 본점
24,평화누리 캠핑장
4,문지리 535
24,무아레 도그 라운드
4,롯데마트 덕소점
11,은행나무
4,소풍
11,도야 족발 길동점
9,인천종합터미널
9,인천항 연안여객터미널
2,조기역사관
2,등대공원
1,구리 동해 수욕장
1,백로 서식지
2,연평 평화 전망대
1,망향비
3,연평도 안보교육장
1,연평 책성
24,어썸 호텔
9,용기포
1,용기포항 서 방파제 등 대
1,끝섬 전망대
1,하늬 해변 패총
2,심청각
11,장촌 칼국수
5,백령도 유람선
1,두무진
2,중화동 교회
1,용트림 바위
1,4년 노송
1,콩돌해안
24,제이 앤 비 모텔
1,사자바위
2,천안함 46용사 위령탑
1,백령 대교
1,사곶천연비행장
2,용기포구 등대
8,백령면 사무소
1,물범바위
4,신항 먹거리타운
9,부산 서부버스터미널
24,로하스 캠핑장
7,돌무지 십 리 꽃길
7,연천 로하스파크
24,호텔 알로하
11,산정 야영 식당
11,산정호수 빵명장
8,산정호수 조각 공원
11,일동 해장국
10,다 팜 MALL
3,한탄강 지질공원센터
11,지장산 막국수 본점
1,한탄강 생태경관 단지
13,허브아일랜드
13,포천아트밸리
11,명지원
2,전통술 박물관 산파원 본원
2,광암이 벽 유적지
11,8요일 키친
11,스타벅스 포천 DT점
9,마장 프리미엄 휴게소 힐링파크
1,서울대공원
11,만나 카페
11,오형제 손짜장 다산신도시점
13,벅스리움
11,더 파인드 피터
2,시흥 오이도 박물관
1,광명동굴
24,공감 키즈 펜션
10,이마트 별내점
10,크래머리 브루어리
11,카페 19
